,Column1,Column2,Column3
41737,hunkara,hunkara,Tweet
41738,shekyoku_,shekyoku_,Tweet
41739,RICEMANfour2o,RICEMANfour2o,Tweet
41740,martincharlton_,martincharlton_,Tweet
41741,diego12971,BryOnTour,RT
41742,nat_lol1,BryOnTour,RT
41743,pierceipctr,pierceipctr,Tweet
41744,Xtopgun901X,Xtopgun901X,Tweet
41745,Xtopgun901X,Xtopgun901X,Tweet
41746,mandalucius,good,RT
41747,patesalo_e,patesalo_e,Tweet
41748,Thewearplanet,Thewearplanet,Tweet
41749,EbunnRussell,EbunnRussell,Tweet
41750,PookieHuny,PookieHuny,Tweet
41751,CaptainApollo77,CaptainApollo77,Tweet
41752,gassy4,gassy4,Tweet
41753,michaelmannman,michaelmannman,Tweet
41754,GetTMarked,GetTMarked,Tweet
41755,wssnsr,good,RT
41756,gosiakrakowska,good,RT
41757,corgijordan,corgijordan,Tweet
41758,REDNETWORK02,REDNETWORK02,Tweet
41759,YogAdvocacy,good,RT
41760,brunomigueln,brunomigueln,Tweet
41761,Reading_Jump,Reading_Jump,Tweet
41762,h0bb3,h0bb3,Tweet
41763,gassy4,gassy4,Tweet
41764,good,good,Tweet
41765,kazzrita,kazzrita,Tweet
41766,Lydiiiaa1,ameliadennyy,RT
41767,ameliadennyy,ameliadennyy,Tweet
41768,tanyagirl101,tanyagirl101,Tweet
41769,sullyer,sullyer,Tweet
41770,fundando,fundando,Tweet
41771,juliag365,thefinebros,RT
41772,BSAC449,BSAC449,Tweet
41773,jimmyfungus,jimmyfungus,Tweet
41774,jimmyfungus,jimmyfungus,Tweet
41775,jimmyfungus,jimmyfungus,Tweet
41776,jimmyfungus,jimmyfungus,Tweet
41777,Zarrakan,Zarrakan,Tweet
41778,jimmyfungus,jimmyfungus,Tweet
41779,PikkoroNoSakka,PikkoroNoSakka,Tweet
41780,Destroy1507,Destroy1507,Tweet
41781,KronixWolf,KronixWolf,Tweet
41782,robertgreen93,robertgreen93,Tweet
41783,grupeydupey,grupeydupey,Tweet
41784,mercypapyrus,GayLunaTik,RT
41785,MechanicOrga,GayLunaTik,RT
41786,brandongerr,GayLunaTik,RT
41787,anastasia991,anastasia991,Tweet
41788,GayLunaTik,GayLunaTik,Tweet
41789,DavidXLopez,DavidXLopez,Tweet
41790,KazeKage_xGaara,KazeKage_xGaara,Tweet
41791,angie_lavelle,Enichan,RT
41792,angie_lavelle,ChatsGames,RT
41793,jimmyfungus,jimmyfungus,Tweet
41794,_Maratjehh_,_Maratjehh_,Tweet
41795,tardispda,tardispda,Tweet
41796,Cinos_Ben,Cinos_Ben,Tweet
41797,EsquireMcGuire,EsquireMcGuire,Tweet
41798,SAZARUX,SAZARUX,Tweet
41799,zombificada,zombificada,Tweet
41800,PabloNm810,PabloNm810,Tweet
41801,wildfoolsatease,wildfoolsatease,Tweet
41802,NomoreHERO_,NomoreHERO_,Tweet
41803,PumkinPieAlien,PumkinPieAlien,Tweet
41804,BobbyBroccole,BobbyBroccole,Tweet
41805,PatentWire,PatentWire,Tweet
41806,carolynbfahrner,carolynbfahrner,Tweet
41807,TangerineWolfon,TangerineWolfon,Tweet
41808,LuisaCe14,LuisaCe14,Tweet
41809,NizerGaming,NizerGaming,Tweet
41810,GentleFemdom,GentleFemdom,Tweet
41811,Glalitite_,mulkrut,RT
41812,Littlechibigal,Littlechibigal,Tweet
41813,sugariero,sugariero,Tweet
41814,McMaydee,McMaydee,Tweet
41815,TMKPlays,TMKPlays,Tweet
41816,SolJerome,SolJerome,Tweet
41817,AceOfJokerr,AceOfJokerr,Tweet
41818,ObeyingMyBrain,itsDanBull,RT
41819,AGuyWhoGames00,AGuyWhoGames00,Tweet
41820,EbunnRussell,EbunnRussell,Tweet
41821,kiscafe18,kiscafe18,Tweet
41822,greatPRTweets,greatPRTweets,Tweet
41823,BuzzVFX,BuzzVFX,Tweet
41824,HardyPierce,HardyPierce,Tweet
41825,kc_wid,kc_wid,Tweet
41826,SuzanneinLGB,good,RT
41827,ConnorWilco,thefinebros,RT
41828,ileasharb12,ileasharb12,Tweet
41829,illuminati391,Xtopgun901X,RT
41830,djpangburn,djpangburn,Tweet
41831,StupidSpin,Boise1932,RT
41832,ChipsChaps,ChipsChaps,Tweet
41833,Boise1932,Boise1932,Tweet
41834,Boise1932,StupidSpin,RT
41835,StupidSpin,StupidSpin,Tweet
41836,Ipnewswatch,Ipnewswatch,Tweet
41837,hunkara,hunkara,Tweet
41838,shekyoku_,shekyoku_,Tweet
41839,RICEMANfour2o,RICEMANfour2o,Tweet
41840,martincharlton_,martincharlton_,Tweet
41841,diego12971,BryOnTour,RT
41842,nat_lol1,BryOnTour,RT
41843,pierceipctr,pierceipctr,Tweet
41844,Xtopgun901X,Xtopgun901X,Tweet
41845,Xtopgun901X,Xtopgun901X,Tweet
41846,mandalucius,good,RT
41847,patesalo_e,patesalo_e,Tweet
41848,Thewearplanet,Thewearplanet,Tweet
41849,EbunnRussell,EbunnRussell,Tweet
41850,PookieHuny,PookieHuny,Tweet
41851,CaptainApollo77,CaptainApollo77,Tweet
41852,gassy4,gassy4,Tweet
41853,michaelmannman,michaelmannman,Tweet
41854,GetTMarked,GetTMarked,Tweet
41855,wssnsr,good,RT
41856,gosiakrakowska,good,RT
41857,corgijordan,corgijordan,Tweet
41858,REDNETWORK02,REDNETWORK02,Tweet
41859,YogAdvocacy,good,RT
41860,brunomigueln,brunomigueln,Tweet
41861,Reading_Jump,Reading_Jump,Tweet
41862,h0bb3,h0bb3,Tweet
41863,gassy4,gassy4,Tweet
41864,good,good,Tweet
41865,kazzrita,kazzrita,Tweet
41866,Lydiiiaa1,ameliadennyy,RT
41867,ameliadennyy,ameliadennyy,Tweet
41868,tanyagirl101,tanyagirl101,Tweet
41869,sullyer,sullyer,Tweet
41870,fundando,fundando,Tweet
41871,juliag365,thefinebros,RT
41872,BSAC449,BSAC449,Tweet
41873,jimmyfungus,jimmyfungus,Tweet
41874,jimmyfungus,jimmyfungus,Tweet
41875,jimmyfungus,jimmyfungus,Tweet
41876,jimmyfungus,jimmyfungus,Tweet
41877,Zarrakan,Zarrakan,Tweet
41878,jimmyfungus,jimmyfungus,Tweet
41879,PikkoroNoSakka,PikkoroNoSakka,Tweet
41880,Destroy1507,Destroy1507,Tweet
41881,KronixWolf,KronixWolf,Tweet
41882,robertgreen93,robertgreen93,Tweet
41883,grupeydupey,grupeydupey,Tweet
41884,mercypapyrus,GayLunaTik,RT
41885,MechanicOrga,GayLunaTik,RT
41886,brandongerr,GayLunaTik,RT
41887,anastasia991,anastasia991,Tweet
41888,GayLunaTik,GayLunaTik,Tweet
41889,DavidXLopez,DavidXLopez,Tweet
41890,KazeKage_xGaara,KazeKage_xGaara,Tweet
41891,angie_lavelle,Enichan,RT
41892,angie_lavelle,ChatsGames,RT
41893,jimmyfungus,jimmyfungus,Tweet
41894,_Maratjehh_,_Maratjehh_,Tweet
41895,tardispda,tardispda,Tweet
41896,Cinos_Ben,Cinos_Ben,Tweet
41897,EsquireMcGuire,EsquireMcGuire,Tweet
41898,SAZARUX,SAZARUX,Tweet
41899,zombificada,zombificada,Tweet
41900,PabloNm810,PabloNm810,Tweet
41901,wildfoolsatease,wildfoolsatease,Tweet
41902,NomoreHERO_,NomoreHERO_,Tweet
41903,PumkinPieAlien,PumkinPieAlien,Tweet
41904,BobbyBroccole,BobbyBroccole,Tweet
41905,PatentWire,PatentWire,Tweet
41906,carolynbfahrner,carolynbfahrner,Tweet
41907,TangerineWolfon,TangerineWolfon,Tweet
41908,LuisaCe14,LuisaCe14,Tweet
41909,NizerGaming,NizerGaming,Tweet
41910,GentleFemdom,GentleFemdom,Tweet
41911,Glalitite_,mulkrut,RT
41912,Littlechibigal,Littlechibigal,Tweet
41913,sugariero,sugariero,Tweet
41914,McMaydee,McMaydee,Tweet
41915,TMKPlays,TMKPlays,Tweet
41916,SolJerome,SolJerome,Tweet
41917,AceOfJokerr,AceOfJokerr,Tweet
41918,ObeyingMyBrain,itsDanBull,RT
41919,AGuyWhoGames00,AGuyWhoGames00,Tweet
41920,EbunnRussell,EbunnRussell,Tweet
41921,kiscafe18,kiscafe18,Tweet
41922,greatPRTweets,greatPRTweets,Tweet
41923,BuzzVFX,BuzzVFX,Tweet
41924,HardyPierce,HardyPierce,Tweet
41925,kc_wid,kc_wid,Tweet
41926,SuzanneinLGB,good,RT
41927,ConnorWilco,thefinebros,RT
41928,ileasharb12,ileasharb12,Tweet
41929,illuminati391,Xtopgun901X,RT
41930,djpangburn,djpangburn,Tweet
41931,StupidSpin,Boise1932,RT
41932,ChipsChaps,ChipsChaps,Tweet
41933,Boise1932,Boise1932,Tweet
41934,Boise1932,StupidSpin,RT
41935,StupidSpin,StupidSpin,Tweet
41936,Ipnewswatch,Ipnewswatch,Tweet
41937,hunkara,hunkara,Tweet
41938,shekyoku_,shekyoku_,Tweet
41939,RICEMANfour2o,RICEMANfour2o,Tweet
41940,martincharlton_,martincharlton_,Tweet
41941,diego12971,BryOnTour,RT
41942,nat_lol1,BryOnTour,RT
41943,pierceipctr,pierceipctr,Tweet
41944,Xtopgun901X,Xtopgun901X,Tweet
41945,Xtopgun901X,Xtopgun901X,Tweet
41946,mandalucius,good,RT
41947,patesalo_e,patesalo_e,Tweet
41948,Thewearplanet,Thewearplanet,Tweet
41949,EbunnRussell,EbunnRussell,Tweet
41950,PookieHuny,PookieHuny,Tweet
41951,CaptainApollo77,CaptainApollo77,Tweet
41952,gassy4,gassy4,Tweet
41953,michaelmannman,michaelmannman,Tweet
41954,GetTMarked,GetTMarked,Tweet
41955,wssnsr,good,RT
41956,gosiakrakowska,good,RT
41957,corgijordan,corgijordan,Tweet
41958,REDNETWORK02,REDNETWORK02,Tweet
41959,YogAdvocacy,good,RT
41960,brunomigueln,brunomigueln,Tweet
41961,Reading_Jump,Reading_Jump,Tweet
41962,h0bb3,h0bb3,Tweet
41963,gassy4,gassy4,Tweet
41964,good,good,Tweet
41965,kazzrita,kazzrita,Tweet
41966,Lydiiiaa1,ameliadennyy,RT
41967,ameliadennyy,ameliadennyy,Tweet
41968,tanyagirl101,tanyagirl101,Tweet
41969,sullyer,sullyer,Tweet
41970,fundando,fundando,Tweet
41971,juliag365,thefinebros,RT
41972,BSAC449,BSAC449,Tweet
41973,jimmyfungus,jimmyfungus,Tweet
41974,jimmyfungus,jimmyfungus,Tweet
41975,jimmyfungus,jimmyfungus,Tweet
41976,jimmyfungus,jimmyfungus,Tweet
41977,Zarrakan,Zarrakan,Tweet
41978,jimmyfungus,jimmyfungus,Tweet
41979,PikkoroNoSakka,PikkoroNoSakka,Tweet
41980,Destroy1507,Destroy1507,Tweet
41981,KronixWolf,KronixWolf,Tweet
41982,robertgreen93,robertgreen93,Tweet
41983,grupeydupey,grupeydupey,Tweet
41984,mercypapyrus,GayLunaTik,RT
41985,MechanicOrga,GayLunaTik,RT
41986,brandongerr,GayLunaTik,RT
41987,anastasia991,anastasia991,Tweet
41988,GayLunaTik,GayLunaTik,Tweet
41989,DavidXLopez,DavidXLopez,Tweet
41990,KazeKage_xGaara,KazeKage_xGaara,Tweet
41991,angie_lavelle,Enichan,RT
41992,angie_lavelle,ChatsGames,RT
41993,jimmyfungus,jimmyfungus,Tweet
41994,_Maratjehh_,_Maratjehh_,Tweet
41995,tardispda,tardispda,Tweet
41996,Cinos_Ben,Cinos_Ben,Tweet
41997,EsquireMcGuire,EsquireMcGuire,Tweet
41998,SAZARUX,SAZARUX,Tweet
41999,zombificada,zombificada,Tweet
42000,PabloNm810,PabloNm810,Tweet
42001,wildfoolsatease,wildfoolsatease,Tweet
42002,NomoreHERO_,NomoreHERO_,Tweet
42003,PumkinPieAlien,PumkinPieAlien,Tweet
42004,BobbyBroccole,BobbyBroccole,Tweet
42005,PatentWire,PatentWire,Tweet
42006,carolynbfahrner,carolynbfahrner,Tweet
42007,TangerineWolfon,TangerineWolfon,Tweet
42008,LuisaCe14,LuisaCe14,Tweet
42009,NizerGaming,NizerGaming,Tweet
42010,GentleFemdom,GentleFemdom,Tweet
42011,Glalitite_,mulkrut,RT
42012,Littlechibigal,Littlechibigal,Tweet
42013,sugariero,sugariero,Tweet
42014,McMaydee,McMaydee,Tweet
42015,TMKPlays,TMKPlays,Tweet
42016,SolJerome,SolJerome,Tweet
42017,AceOfJokerr,AceOfJokerr,Tweet
42018,ObeyingMyBrain,itsDanBull,RT
42019,AGuyWhoGames00,AGuyWhoGames00,Tweet
42020,EbunnRussell,EbunnRussell,Tweet
42021,kiscafe18,kiscafe18,Tweet
42022,greatPRTweets,greatPRTweets,Tweet
42023,BuzzVFX,BuzzVFX,Tweet
42024,HardyPierce,HardyPierce,Tweet
42025,kc_wid,kc_wid,Tweet
42026,SuzanneinLGB,good,RT
42027,ConnorWilco,thefinebros,RT
42028,ileasharb12,ileasharb12,Tweet
42029,illuminati391,Xtopgun901X,RT
42030,djpangburn,djpangburn,Tweet
42031,StupidSpin,Boise1932,RT
42032,ChipsChaps,ChipsChaps,Tweet
42033,Boise1932,Boise1932,Tweet
42034,Boise1932,StupidSpin,RT
42035,StupidSpin,StupidSpin,Tweet
42036,Ipnewswatch,Ipnewswatch,Tweet
42037,hunkara,hunkara,Tweet
42038,shekyoku_,shekyoku_,Tweet
42039,RICEMANfour2o,RICEMANfour2o,Tweet
42040,martincharlton_,martincharlton_,Tweet
42041,diego12971,BryOnTour,RT
42042,nat_lol1,BryOnTour,RT
42043,pierceipctr,pierceipctr,Tweet
42044,Xtopgun901X,Xtopgun901X,Tweet
42045,Xtopgun901X,Xtopgun901X,Tweet
42046,mandalucius,good,RT
42047,patesalo_e,patesalo_e,Tweet
42048,Thewearplanet,Thewearplanet,Tweet
42049,EbunnRussell,EbunnRussell,Tweet
42050,PookieHuny,PookieHuny,Tweet
42051,CaptainApollo77,CaptainApollo77,Tweet
42052,gassy4,gassy4,Tweet
42053,michaelmannman,michaelmannman,Tweet
42054,GetTMarked,GetTMarked,Tweet
42055,wssnsr,good,RT
42056,gosiakrakowska,good,RT
42057,corgijordan,corgijordan,Tweet
42058,REDNETWORK02,REDNETWORK02,Tweet
42059,YogAdvocacy,good,RT
42060,brunomigueln,brunomigueln,Tweet
42061,Reading_Jump,Reading_Jump,Tweet
42062,h0bb3,h0bb3,Tweet
42063,gassy4,gassy4,Tweet
42064,good,good,Tweet
42065,kazzrita,kazzrita,Tweet
42066,Lydiiiaa1,ameliadennyy,RT
42067,ameliadennyy,ameliadennyy,Tweet
42068,tanyagirl101,tanyagirl101,Tweet
42069,sullyer,sullyer,Tweet
42070,fundando,fundando,Tweet
42071,juliag365,thefinebros,RT
42072,BSAC449,BSAC449,Tweet
42073,jimmyfungus,jimmyfungus,Tweet
42074,jimmyfungus,jimmyfungus,Tweet
42075,jimmyfungus,jimmyfungus,Tweet
42076,jimmyfungus,jimmyfungus,Tweet
42077,Zarrakan,Zarrakan,Tweet
42078,jimmyfungus,jimmyfungus,Tweet
42079,PikkoroNoSakka,PikkoroNoSakka,Tweet
42080,Destroy1507,Destroy1507,Tweet
42081,KronixWolf,KronixWolf,Tweet
42082,robertgreen93,robertgreen93,Tweet
42083,grupeydupey,grupeydupey,Tweet
42084,mercypapyrus,GayLunaTik,RT
42085,MechanicOrga,GayLunaTik,RT
42086,brandongerr,GayLunaTik,RT
42087,anastasia991,anastasia991,Tweet
42088,GayLunaTik,GayLunaTik,Tweet
42089,DavidXLopez,DavidXLopez,Tweet
42090,KazeKage_xGaara,KazeKage_xGaara,Tweet
42091,angie_lavelle,Enichan,RT
42092,angie_lavelle,ChatsGames,RT
42093,jimmyfungus,jimmyfungus,Tweet
42094,_Maratjehh_,_Maratjehh_,Tweet
42095,tardispda,tardispda,Tweet
42096,Cinos_Ben,Cinos_Ben,Tweet
42097,EsquireMcGuire,EsquireMcGuire,Tweet
42098,SAZARUX,SAZARUX,Tweet
42099,zombificada,zombificada,Tweet
42100,PabloNm810,PabloNm810,Tweet
42101,wildfoolsatease,wildfoolsatease,Tweet
42102,NomoreHERO_,NomoreHERO_,Tweet
42103,PumkinPieAlien,PumkinPieAlien,Tweet
42104,BobbyBroccole,BobbyBroccole,Tweet
42105,PatentWire,PatentWire,Tweet
42106,carolynbfahrner,carolynbfahrner,Tweet
42107,TangerineWolfon,TangerineWolfon,Tweet
42108,LuisaCe14,LuisaCe14,Tweet
42109,NizerGaming,NizerGaming,Tweet
42110,GentleFemdom,GentleFemdom,Tweet
42111,Glalitite_,mulkrut,RT
42112,Littlechibigal,Littlechibigal,Tweet
42113,sugariero,sugariero,Tweet
42114,McMaydee,McMaydee,Tweet
42115,TMKPlays,TMKPlays,Tweet
42116,SolJerome,SolJerome,Tweet
42117,AceOfJokerr,AceOfJokerr,Tweet
42118,ObeyingMyBrain,itsDanBull,RT
42119,AGuyWhoGames00,AGuyWhoGames00,Tweet
42120,EbunnRussell,EbunnRussell,Tweet
42121,kiscafe18,kiscafe18,Tweet
42122,greatPRTweets,greatPRTweets,Tweet
42123,BuzzVFX,BuzzVFX,Tweet
42124,HardyPierce,HardyPierce,Tweet
42125,kc_wid,kc_wid,Tweet
42126,SuzanneinLGB,good,RT
42127,ConnorWilco,thefinebros,RT
42128,ileasharb12,ileasharb12,Tweet
42129,illuminati391,Xtopgun901X,RT
42130,djpangburn,djpangburn,Tweet
42131,StupidSpin,Boise1932,RT
42132,ChipsChaps,ChipsChaps,Tweet
42133,Boise1932,Boise1932,Tweet
42134,Boise1932,StupidSpin,RT
42135,StupidSpin,StupidSpin,Tweet
42136,Ipnewswatch,Ipnewswatch,Tweet
42137,hunkara,hunkara,Tweet
42138,shekyoku_,shekyoku_,Tweet
42139,RICEMANfour2o,RICEMANfour2o,Tweet
42140,martincharlton_,martincharlton_,Tweet
42141,diego12971,BryOnTour,RT
42142,nat_lol1,BryOnTour,RT
42143,pierceipctr,pierceipctr,Tweet
42144,Xtopgun901X,Xtopgun901X,Tweet
42145,Xtopgun901X,Xtopgun901X,Tweet
42146,mandalucius,good,RT
42147,patesalo_e,patesalo_e,Tweet
42148,Thewearplanet,Thewearplanet,Tweet
42149,EbunnRussell,EbunnRussell,Tweet
42150,PookieHuny,PookieHuny,Tweet
42151,CaptainApollo77,CaptainApollo77,Tweet
42152,gassy4,gassy4,Tweet
42153,michaelmannman,michaelmannman,Tweet
42154,GetTMarked,GetTMarked,Tweet
42155,wssnsr,good,RT
42156,gosiakrakowska,good,RT
42157,corgijordan,corgijordan,Tweet
42158,REDNETWORK02,REDNETWORK02,Tweet
42159,YogAdvocacy,good,RT
42160,brunomigueln,brunomigueln,Tweet
42161,Reading_Jump,Reading_Jump,Tweet
42162,h0bb3,h0bb3,Tweet
42163,gassy4,gassy4,Tweet
42164,good,good,Tweet
42165,kazzrita,kazzrita,Tweet
42166,Lydiiiaa1,ameliadennyy,RT
42167,ameliadennyy,ameliadennyy,Tweet
42168,tanyagirl101,tanyagirl101,Tweet
42169,sullyer,sullyer,Tweet
42170,fundando,fundando,Tweet
42171,juliag365,thefinebros,RT
42172,BSAC449,BSAC449,Tweet
42173,jimmyfungus,jimmyfungus,Tweet
42174,jimmyfungus,jimmyfungus,Tweet
42175,jimmyfungus,jimmyfungus,Tweet
42176,jimmyfungus,jimmyfungus,Tweet
42177,Zarrakan,Zarrakan,Tweet
42178,jimmyfungus,jimmyfungus,Tweet
42179,PikkoroNoSakka,PikkoroNoSakka,Tweet
42180,Destroy1507,Destroy1507,Tweet
42181,KronixWolf,KronixWolf,Tweet
42182,robertgreen93,robertgreen93,Tweet
42183,grupeydupey,grupeydupey,Tweet
42184,mercypapyrus,GayLunaTik,RT
42185,MechanicOrga,GayLunaTik,RT
42186,brandongerr,GayLunaTik,RT
42187,anastasia991,anastasia991,Tweet
42188,GayLunaTik,GayLunaTik,Tweet
42189,DavidXLopez,DavidXLopez,Tweet
42190,KazeKage_xGaara,KazeKage_xGaara,Tweet
42191,angie_lavelle,Enichan,RT
42192,angie_lavelle,ChatsGames,RT
42193,jimmyfungus,jimmyfungus,Tweet
42194,_Maratjehh_,_Maratjehh_,Tweet
42195,tardispda,tardispda,Tweet
42196,Cinos_Ben,Cinos_Ben,Tweet
42197,EsquireMcGuire,EsquireMcGuire,Tweet
42198,SAZARUX,SAZARUX,Tweet
42199,zombificada,zombificada,Tweet
42200,PabloNm810,PabloNm810,Tweet
42201,wildfoolsatease,wildfoolsatease,Tweet
42202,NomoreHERO_,NomoreHERO_,Tweet
42203,PumkinPieAlien,PumkinPieAlien,Tweet
42204,BobbyBroccole,BobbyBroccole,Tweet
42205,PatentWire,PatentWire,Tweet
42206,carolynbfahrner,carolynbfahrner,Tweet
42207,TangerineWolfon,TangerineWolfon,Tweet
42208,LuisaCe14,LuisaCe14,Tweet
42209,NizerGaming,NizerGaming,Tweet
42210,GentleFemdom,GentleFemdom,Tweet
42211,Glalitite_,mulkrut,RT
42212,Littlechibigal,Littlechibigal,Tweet
42213,sugariero,sugariero,Tweet
42214,McMaydee,McMaydee,Tweet
42215,TMKPlays,TMKPlays,Tweet
42216,SolJerome,SolJerome,Tweet
42217,AceOfJokerr,AceOfJokerr,Tweet
42218,ObeyingMyBrain,itsDanBull,RT
42219,AGuyWhoGames00,AGuyWhoGames00,Tweet
42220,EbunnRussell,EbunnRussell,Tweet
42221,kiscafe18,kiscafe18,Tweet
42222,greatPRTweets,greatPRTweets,Tweet
42223,BuzzVFX,BuzzVFX,Tweet
42224,HardyPierce,HardyPierce,Tweet
42225,kc_wid,kc_wid,Tweet
42226,SuzanneinLGB,good,RT
42227,ConnorWilco,thefinebros,RT
42228,ileasharb12,ileasharb12,Tweet
42229,illuminati391,Xtopgun901X,RT
42230,djpangburn,djpangburn,Tweet
42231,StupidSpin,Boise1932,RT
42232,ChipsChaps,ChipsChaps,Tweet
42233,Boise1932,Boise1932,Tweet
42234,Boise1932,StupidSpin,RT
42235,StupidSpin,StupidSpin,Tweet
42236,Ipnewswatch,Ipnewswatch,Tweet
42237,hunkara,hunkara,Tweet
42238,shekyoku_,shekyoku_,Tweet
42239,RICEMANfour2o,RICEMANfour2o,Tweet
42240,martincharlton_,martincharlton_,Tweet
42241,diego12971,BryOnTour,RT
42242,nat_lol1,BryOnTour,RT
42243,pierceipctr,pierceipctr,Tweet
42244,Xtopgun901X,Xtopgun901X,Tweet
42245,Xtopgun901X,Xtopgun901X,Tweet
42246,mandalucius,good,RT
42247,patesalo_e,patesalo_e,Tweet
42248,Thewearplanet,Thewearplanet,Tweet
42249,EbunnRussell,EbunnRussell,Tweet
42250,PookieHuny,PookieHuny,Tweet
42251,CaptainApollo77,CaptainApollo77,Tweet
42252,gassy4,gassy4,Tweet
42253,michaelmannman,michaelmannman,Tweet
42254,GetTMarked,GetTMarked,Tweet
42255,wssnsr,good,RT
42256,gosiakrakowska,good,RT
42257,corgijordan,corgijordan,Tweet
42258,REDNETWORK02,REDNETWORK02,Tweet
42259,YogAdvocacy,good,RT
42260,brunomigueln,brunomigueln,Tweet
42261,Reading_Jump,Reading_Jump,Tweet
42262,h0bb3,h0bb3,Tweet
42263,gassy4,gassy4,Tweet
42264,good,good,Tweet
42265,kazzrita,kazzrita,Tweet
42266,Lydiiiaa1,ameliadennyy,RT
42267,ameliadennyy,ameliadennyy,Tweet
42268,tanyagirl101,tanyagirl101,Tweet
42269,sullyer,sullyer,Tweet
42270,fundando,fundando,Tweet
42271,juliag365,thefinebros,RT
42272,BSAC449,BSAC449,Tweet
42273,jimmyfungus,jimmyfungus,Tweet
42274,jimmyfungus,jimmyfungus,Tweet
42275,jimmyfungus,jimmyfungus,Tweet
42276,jimmyfungus,jimmyfungus,Tweet
42277,Zarrakan,Zarrakan,Tweet
42278,jimmyfungus,jimmyfungus,Tweet
42279,PikkoroNoSakka,PikkoroNoSakka,Tweet
42280,Destroy1507,Destroy1507,Tweet
42281,KronixWolf,KronixWolf,Tweet
42282,robertgreen93,robertgreen93,Tweet
42283,grupeydupey,grupeydupey,Tweet
42284,mercypapyrus,GayLunaTik,RT
42285,MechanicOrga,GayLunaTik,RT
42286,brandongerr,GayLunaTik,RT
42287,anastasia991,anastasia991,Tweet
42288,GayLunaTik,GayLunaTik,Tweet
42289,DavidXLopez,DavidXLopez,Tweet
42290,KazeKage_xGaara,KazeKage_xGaara,Tweet
42291,angie_lavelle,Enichan,RT
42292,angie_lavelle,ChatsGames,RT
42293,jimmyfungus,jimmyfungus,Tweet
42294,_Maratjehh_,_Maratjehh_,Tweet
42295,tardispda,tardispda,Tweet
42296,Cinos_Ben,Cinos_Ben,Tweet
42297,EsquireMcGuire,EsquireMcGuire,Tweet
42298,SAZARUX,SAZARUX,Tweet
42299,zombificada,zombificada,Tweet
42300,PabloNm810,PabloNm810,Tweet
42301,wildfoolsatease,wildfoolsatease,Tweet
42302,NomoreHERO_,NomoreHERO_,Tweet
42303,PumkinPieAlien,PumkinPieAlien,Tweet
42304,BobbyBroccole,BobbyBroccole,Tweet
42305,PatentWire,PatentWire,Tweet
42306,carolynbfahrner,carolynbfahrner,Tweet
42307,TangerineWolfon,TangerineWolfon,Tweet
42308,LuisaCe14,LuisaCe14,Tweet
42309,NizerGaming,NizerGaming,Tweet
42310,GentleFemdom,GentleFemdom,Tweet
42311,Glalitite_,mulkrut,RT
42312,Littlechibigal,Littlechibigal,Tweet
42313,sugariero,sugariero,Tweet
42314,McMaydee,McMaydee,Tweet
42315,TMKPlays,TMKPlays,Tweet
42316,SolJerome,SolJerome,Tweet
42317,AceOfJokerr,AceOfJokerr,Tweet
42318,ObeyingMyBrain,itsDanBull,RT
42319,AGuyWhoGames00,AGuyWhoGames00,Tweet
42320,EbunnRussell,EbunnRussell,Tweet
42321,kiscafe18,kiscafe18,Tweet
42322,greatPRTweets,greatPRTweets,Tweet
42323,BuzzVFX,BuzzVFX,Tweet
42324,HardyPierce,HardyPierce,Tweet
42325,kc_wid,kc_wid,Tweet
42326,SuzanneinLGB,good,RT
42327,ConnorWilco,thefinebros,RT
42328,ileasharb12,ileasharb12,Tweet
42329,illuminati391,Xtopgun901X,RT
42330,djpangburn,djpangburn,Tweet
42331,StupidSpin,Boise1932,RT
42332,ChipsChaps,ChipsChaps,Tweet
42333,Boise1932,Boise1932,Tweet
42334,Boise1932,StupidSpin,RT
42335,StupidSpin,StupidSpin,Tweet
42336,Ipnewswatch,Ipnewswatch,Tweet
42337,hunkara,hunkara,Tweet
42338,shekyoku_,shekyoku_,Tweet
42339,RICEMANfour2o,RICEMANfour2o,Tweet
42340,martincharlton_,martincharlton_,Tweet
42341,diego12971,BryOnTour,RT
42342,nat_lol1,BryOnTour,RT
42343,pierceipctr,pierceipctr,Tweet
42344,Xtopgun901X,Xtopgun901X,Tweet
42345,Xtopgun901X,Xtopgun901X,Tweet
42346,mandalucius,good,RT
42347,patesalo_e,patesalo_e,Tweet
42348,Thewearplanet,Thewearplanet,Tweet
42349,EbunnRussell,EbunnRussell,Tweet
42350,PookieHuny,PookieHuny,Tweet
42351,CaptainApollo77,CaptainApollo77,Tweet
42352,gassy4,gassy4,Tweet
42353,michaelmannman,michaelmannman,Tweet
42354,GetTMarked,GetTMarked,Tweet
42355,wssnsr,good,RT
42356,gosiakrakowska,good,RT
42357,corgijordan,corgijordan,Tweet
42358,REDNETWORK02,REDNETWORK02,Tweet
42359,YogAdvocacy,good,RT
42360,brunomigueln,brunomigueln,Tweet
42361,Reading_Jump,Reading_Jump,Tweet
42362,h0bb3,h0bb3,Tweet
42363,gassy4,gassy4,Tweet
42364,good,good,Tweet
42365,kazzrita,kazzrita,Tweet
42366,Lydiiiaa1,ameliadennyy,RT
42367,ameliadennyy,ameliadennyy,Tweet
42368,tanyagirl101,tanyagirl101,Tweet
42369,sullyer,sullyer,Tweet
